"seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","GENENAME"
"chr1",2542429,2549668,7240,"*","Promoter (1-2kb)",1,2541473,2551640,10168,2,"115110","ENST00000829788.1",1972,NA
"chr1",2554637,2557633,2997,"*","Promoter (<=1kb)",1,2549920,2557031,7112,2,"115110","ENST00000452793.2",0,NA
"chr1",2581797,2589139,7343,"*","Promoter (<=1kb)",1,2586491,2589632,3142,1,"127281","ENST00000493183.5",0,"FAM213B"
"chr1",2641185,2644060,2876,"*","3' UTR",1,2633101,2636623,3523,1,"105378597","ENST00000723531.1",8084,NA
"chr1",2912948,2915638,2691,"*","Distal Intergenic",1,2814056,2817769,3714,1,"124903825","ENST00000776896.1",98892,NA
"chr1",2925892,2927093,1202,"*","Distal Intergenic",1,3021467,3022903,1437,1,"140625","ENST00000378404.4",-94374,"ACTRT2"
"chr1",2948257,2949542,1286,"*","Distal Intergenic",1,3021467,3022903,1437,1,"140625","ENST00000378404.4",-71925,"ACTRT2"
"chr1",2950041,2953200,3160,"*","Distal Intergenic",1,3021467,3022903,1437,1,"140625","ENST00000378404.4",-68267,"ACTRT2"
"chr1",2965677,2974556,8880,"*","Exon (ENST00000641229.2/ENST00000641229.2, exon 1 of 4)",1,3021467,3022903,1437,1,"140625","ENST00000378404.4",-46911,"ACTRT2"
"chr1",2974766,2976477,1712,"*","Distal Intergenic",1,3021467,3022903,1437,1,"140625","ENST00000378404.4",-44990,"ACTRT2"
"chr1",2979094,2980899,1806,"*","Distal Intergenic",1,3021467,3022903,1437,1,"140625","ENST00000378404.4",-40568,"ACTRT2"
"chr1",2981421,2985964,4544,"*","Distal Intergenic",1,3021467,3022903,1437,1,"140625","ENST00000378404.4",-35503,"ACTRT2"
"chr1",2986594,2989158,2565,"*","Distal Intergenic",1,3021467,3022903,1437,1,"140625","ENST00000378404.4",-32309,"ACTRT2"
"chr1",3003216,3004668,1453,"*","Distal Intergenic",1,3021467,3022903,1437,1,"140625","ENST00000378404.4",-16799,"ACTRT2"
"chr1",3010821,3013517,2697,"*","Distal Intergenic",1,3021467,3022903,1437,1,"140625","ENST00000378404.4",-7950,"ACTRT2"
"chr1",3013682,3015571,1890,"*","Distal Intergenic",1,3021467,3022903,1437,1,"140625","ENST00000378404.4",-5896,"ACTRT2"
"chr1",3029532,3033248,3717,"*","Distal Intergenic",1,3021467,3022903,1437,1,"140625","ENST00000378404.4",8065,"ACTRT2"
"chr1",3123758,3127468,3711,"*","Promoter (<=1kb)",1,3127975,3128035,61,1,"100422968","ENST00000635819.1",-507,"MIR4251"
"chr1",3168728,3175702,6975,"*","Promoter (1-2kb)",1,3161276,3167152,5877,2,"105378606","ENST00000818384.1",-1576,NA
"chr1",3214705,3223257,8553,"*","Promoter (1-2kb)",1,3211011,3213146,2136,2,"105378605","ENST00000818534.1",-1559,NA
"chr1",3345743,3352795,7053,"*","Intron (ENST00000511072.5/63976, intron 3 of 15)",1,3313052,3323149,10098,2,"105378604","ENST00000669140.1",-22594,NA
"chr1",3365101,3371063,5963,"*","Exon (ENST00000665088.1/ENST00000665088.1, exon 2 of 2)",1,3396491,3434293,37803,1,"63976","ENST00000509860.1",-25428,"PRDM16"
"chr1",3409683,3411209,1527,"*","Intron (ENST00000511072.5/63976, intron 8 of 15)",1,3396491,3434293,37803,1,"63976","ENST00000509860.1",13192,"PRDM16"
"chr1",3422415,3426169,3755,"*","Promoter (<=1kb)",1,3424919,3434095,9177,1,"63976","ENST00000378389.5",0,"PRDM16"
"chr1",3429492,3430908,1417,"*","Exon (ENST00000511072.5/63976, exon 15 of 16)",1,3425216,3426072,857,1,"63976","ENST00000606170.1",4276,"PRDM16"
"chr1",3431111,3432303,1193,"*","Exon (ENST00000378391.6/63976, exon 16 of 17)",1,3425216,3426072,857,1,"63976","ENST00000606170.1",5895,"PRDM16"
"chr1",3438329,3445999,7671,"*","3' UTR",1,3454665,3481113,26449,1,"27237","ENST00000378378.9",-8666,"ARHGEF16"
"chr1",3452609,3454667,2059,"*","Promoter (<=1kb)",1,3454665,3481113,26449,1,"27237","ENST00000378378.9",0,"ARHGEF16"
"chr1",3455033,3460026,4994,"*","Promoter (<=1kb)",1,3454665,3481113,26449,1,"27237","ENST00000378378.9",368,"ARHGEF16"
"chr1",3622030,3625958,3929,"*","Promoter (<=1kb)",1,3625015,3630127,5113,1,"127262","ENST00000378344.7",0,"TPRG1L"
"chr1",3695394,3696333,940,"*","Promoter (1-2kb)",1,3698046,3708534,10489,1,"7161","ENST00000604194.1",-1713,"TP73"
"chr1",3711025,3718356,7332,"*","Promoter (<=1kb)",1,3712200,3714298,2099,2,"117134600","ENST00000416554.1",0,NA
"chr1",3730761,3732816,2056,"*","3' UTR",1,3727478,3733367,5890,1,"7161","ENST00000604566.1",3283,"TP73"
"chr1",3745203,3748409,3207,"*","Promoter (<=1kb)",1,3746460,3757189,10730,1,"148870","ENST00000636250.1",0,"CCDC27"
"chr1",3771244,3779807,8564,"*","Promoter (<=1kb)",1,3772749,3775956,3208,1,"388588","ENST00000642557.4",0,"SMIM1"
"chr1",3795025,3797913,2889,"*","Promoter (<=1kb)",1,3778559,3796498,17940,2,"57470","ENST00000378251.3",0,"LRRC47"
"chr1",3827248,3828977,1730,"*","Promoter (2-3kb)",1,3829692,3831224,1533,2,"9731","ENST00000495701.1",2247,"CEP104"
"chr1",3856451,3859975,3525,"*","Promoter (<=1kb)",1,3857267,3860490,3224,1,"1677","ENST00000625756.2",0,"DFFB"
"chr1",3862380,3864363,1984,"*","Intron (ENST00000338895.7/1677, intron 2 of 6)",1,3867663,3872545,4883,1,"1677","ENST00000481945.1",-3300,"DFFB"
"chr1",3899371,3903609,4239,"*","Promoter (<=1kb)",1,3900187,3906110,5924,1,"100133612","ENST00000757271.1",0,"LINC01134"
"chr1",4394563,4399945,5383,"*","Distal Intergenic",1,4412027,4424689,12663,1,"284661","ENST00000635002.1",-12082,"RP5-1166F10.1"
"chr1",4602314,4603791,1478,"*","Exon (ENST00000772751.1/ENST00000772751.1, exon 1 of 2)",1,4571548,4583421,11874,1,"105376679","ENST00000420522.1",30766,NA
"chr1",4652323,4666086,13764,"*","Promoter (<=1kb)",1,4654609,4792534,137926,1,"55966","ENST00000378191.5",0,"AJAP1"
"chr1",4666251,4704345,38095,"*","Intron (ENST00000378191.5/55966, intron 1 of 5)",1,4711155,4712165,1011,1,"55966","ENST00000466761.1",-6810,"AJAP1"
"chr1",4705369,4716115,10747,"*","Promoter (<=1kb)",1,4711155,4712165,1011,1,"55966","ENST00000466761.1",0,"AJAP1"
"chr1",4716673,4722064,5392,"*","Intron (ENST00000378191.5/55966, intron 2 of 5)",1,4711155,4712165,1011,1,"55966","ENST00000466761.1",5518,"AJAP1"
"chr1",4722371,4737569,15199,"*","Exon (ENST00000658045.1/ENST00000658045.1, exon 1 of 2)",1,4711155,4712165,1011,1,"55966","ENST00000466761.1",11216,"AJAP1"
"chr1",4742714,4747785,5072,"*","Intron (ENST00000378191.5/55966, intron 2 of 5)",1,4711155,4712165,1011,1,"55966","ENST00000466761.1",31559,"AJAP1"
"chr1",4747978,4753217,5240,"*","Intron (ENST00000378191.5/55966, intron 2 of 5)",1,4711155,4712165,1011,1,"55966","ENST00000466761.1",36823,"AJAP1"
"chr1",4754795,4757990,3196,"*","Intron (ENST00000378191.5/55966, intron 2 of 5)",1,4711155,4712165,1011,1,"55966","ENST00000466761.1",43640,"AJAP1"
"chr1",4758564,4762115,3552,"*","Intron (ENST00000378191.5/55966, intron 2 of 5)",1,4711155,4712165,1011,1,"55966","ENST00000466761.1",47409,"AJAP1"
"chr1",4776490,4779869,3380,"*","3' UTR",1,4711155,4712165,1011,1,"55966","ENST00000466761.1",65335,"AJAP1"
"chr1",5199640,5200633,994,"*","Distal Intergenic",1,5086459,5090899,4441,2,"105376681","ENST00000443270.1",-108741,NA
"chr1",5219605,5224550,4946,"*","Exon (ENST00000785386.1/ENST00000785386.1, exon 2 of 2)",1,5086459,5090899,4441,2,"105376681","ENST00000443270.1",-128706,NA
"chr1",5296133,5299096,2964,"*","Distal Intergenic",1,5490829,5492804,1976,2,"105376686","ENST00000649109.1",193708,NA
"chr1",5493365,5495062,1698,"*","Promoter (<=1kb)",1,5489795,5493057,3263,2,"105376686","ENST00000641860.1",-308,NA
"chr1",5914296,5916734,2439,"*","Intron (ENST00000478423.6/261734, intron 9 of 25)",1,5886495,5905324,18830,2,"261734","ENST00000466897.1",-8972,"NPHP4"
"chr1",5933235,5937697,4463,"*","3' UTR",1,5886495,5905324,18830,2,"261734","ENST00000466897.1",-27911,"NPHP4"
"chr1",5972666,5977724,5059,"*","Intron (ENST00000478423.6/261734, intron 1 of 25)",1,5990927,6090419,99493,1,"8514","ENST00000655548.1",-13203,"KCNAB2"
"chr1",5982859,6005060,22202,"*","Promoter (<=1kb)",1,5862811,5992424,129614,2,"261734","ENST00000478423.6",0,"NPHP4"
"chr1",6076555,6088351,11797,"*","Promoter (<=1kb)",1,6087501,6092187,4687,1,"8514","ENST00000656607.1",0,"KCNAB2"
"chr1",6198738,6200842,2105,"*","Promoter (<=1kb)",1,6185020,6199595,14576,2,"6146","ENST00000234875.9",0,"RPL22"
"chr1",6270950,6274925,3976,"*","Intron (ENST00000608083.5/11332, intron 8 of 8)",1,6247353,6261098,13746,2,"387509","ENST00000377893.3",-9852,"GPR153"
"chr1",6275656,6278807,3152,"*","Intron (ENST00000608083.5/11332, intron 8 of 8)",1,6247353,6261098,13746,2,"387509","ENST00000377893.3",-14558,"GPR153"
"chr1",6335195,6339761,4567,"*","Exon (ENST00000608083.5/11332, exon 3 of 9)",1,6281130,6352249,71120,2,"11332","ENST00000473466.2",12488,"ACOT7"
"chr1",6347682,6350122,2441,"*","Promoter (2-3kb)",1,6281130,6352249,71120,2,"11332","ENST00000473466.2",2127,"ACOT7"
"chr1",6384288,6388261,3974,"*","Promoter (<=1kb)",1,6264273,6385813,121541,2,"11332","ENST00000377855.6",0,"ACOT7"
"chr1",6391161,6395575,4415,"*","Promoter (<=1kb)",1,6264269,6393361,129093,2,"11332","ENST00000608083.5",0,"ACOT7"
"chr1",6553212,6555855,2644,"*","Promoter (<=1kb)",1,6521347,6554513,33167,2,"79707","ENST00000377705.6",0,"NOL9"
"chr1",6577781,6583209,5429,"*","Promoter (<=1kb)",1,6579994,6589280,9287,1,"3104","ENST00000377674.9",0,"ZBTB48"
"chr1",6585656,6588299,2644,"*","Promoter (<=1kb)",1,6586207,6589280,3074,1,"3104","ENST00000498342.5",0,"ZBTB48"
"chr1",6596367,6606637,10271,"*","Promoter (<=1kb)",1,6590724,6602869,12146,2,"9903","ENST00000377658.8",0,"KLHL21"
"chr1",6611479,6616069,4591,"*","Promoter (<=1kb)",1,6613731,6624030,10300,1,"148479","ENST00000377648.5",0,"PHF13"
"chr1",6624319,6627164,2846,"*","Promoter (<=1kb)",1,6624868,6633562,8695,1,"90326","ENST00000054650.9",0,"THAP3"
"chr1",6700529,6702585,2057,"*","Promoter (<=1kb)",1,6634170,6701816,67647,2,"55735","ENST00000377577.10",0,"DNAJC11"
"chr1",6784123,6785550,1428,"*","Promoter (<=1kb)",1,6783892,6784600,709,2,"110841581","ENST00000783081.1",0,NA
"chr1",6867900,6870821,2922,"*","Intron (ENST00000490738.5/23261, intron 2 of 2)",1,6874056,6887842,13787,1,"23261","ENST00000467267.1",-3235,"CAMTA1"
"chr1",6955308,6957377,2070,"*","Intron (ENST00000303635.12/23261, intron 3 of 22)",1,7008376,7014279,5904,2,"127138864","ENST00000456701.1",56902,NA
"chr1",7298790,7300442,1653,"*","Intron (ENST00000303635.12/23261, intron 5 of 22)",1,7312886,7370270,57385,1,"23261","ENST00000849779.1",-12444,"CAMTA1"
"chr1",7386130,7390485,4356,"*","Promoter (<=1kb)",1,7379384,7389908,10525,2,"102725193","ENST00000751307.1",0,NA
"chr1",7477025,7480152,3128,"*","Intron (ENST00000303635.12/23261, intron 6 of 22)",1,7440491,7441612,1122,2,"101928836","ENST00000837339.1",-35413,NA
"chr1",7666137,7674042,7906,"*","Promoter (<=1kb)",1,7669759,7767736,97978,1,"23261","ENST00000700420.1",0,"CAMTA1"
"chr1",7675876,7684985,9110,"*","5' UTR",1,7671996,7767019,95024,1,"23261","ENST00000700422.1",3880,"CAMTA1"
"chr1",7690032,7699283,9252,"*","Exon (ENST00000602640.1/ENST00000602640.1, exon 1 of 1)",1,7700704,7702528,1825,2,"105376689","ENST00000602916.2",3245,NA
"chr1",7700970,7711368,10399,"*","Promoter (<=1kb)",1,7700704,7702528,1825,2,"105376689","ENST00000602916.2",0,NA
"chr1",7724791,7729910,5120,"*","Promoter (<=1kb)",1,7728293,7767777,39485,1,"23261","ENST00000700446.1",0,"CAMTA1"
"chr1",7747121,7758036,10916,"*","Promoter (<=1kb)",1,7751306,7767815,16510,1,"23261","ENST00000700449.1",0,"CAMTA1"
"chr1",7758337,7762248,3912,"*","3' UTR",1,7751306,7767815,16510,1,"23261","ENST00000700449.1",7031,"CAMTA1"
"chr1",7769442,7773241,3800,"*","Promoter (<=1kb)",1,7771296,7781432,10137,1,"9341","ENST00000054666.11",0,"VAMP3"
"chr1",7780810,7785999,5190,"*","Promoter (<=1kb)",1,7784291,7845177,60887,1,"8863","ENST00000377532.8",0,"PER3"
"chr1",7806028,7808861,2834,"*","Promoter (2-3kb)",1,7803051,7810347,7297,1,"8863","ENST00000463106.1",2977,"PER3"
"chr1",7959826,7963964,4139,"*","Promoter (<=1kb)",1,7961663,7971048,9386,1,"11315","ENST00000460192.5",0,"PARK7"
"chr1",7974537,7978185,3649,"*","Exon (ENST00000493373.5/11315, exon 6 of 7)",1,7965351,7985282,19932,1,"11315","ENST00000469225.1",9186,"PARK7"
"chr1",7979312,7985052,5741,"*","Exon (ENST00000493373.5/11315, exon 7 of 7)",1,7991134,8005312,14179,1,"124903834","ENST00000641354.1",-6082,NA
"chr1",8003608,8005958,2351,"*","3' UTR",1,7999540,8002961,3422,1,"124903834","ENST00000642135.1",4068,NA
"chr1",8008765,8028837,20073,"*","Promoter (<=1kb)",1,8026674,8029647,2974,1,"121832806","ENST00000777655.1",0,NA
"chr1",8316824,8320033,3210,"*","Promoter (<=1kb)",1,8318114,8344165,26052,1,"50651","ENST00000471889.7",0,"SLC45A1"
"chr1",8347660,8354509,6850,"*","3' UTR",1,8355521,8362844,7324,2,"473","ENST00000505225.1",8335,"RERE"
"chr1",8356322,8360373,4052,"*","Promoter (2-3kb)",1,8355521,8362844,7324,2,"473","ENST00000505225.1",2471,"RERE"
"chr1",8360521,8375467,14947,"*","Promoter (<=1kb)",1,8355521,8362844,7324,2,"473","ENST00000505225.1",0,"RERE"
"chr1",8378081,8383813,5733,"*","Intron (ENST00000337907.7/473, intron 13 of 23)",1,8363710,8364838,1129,2,"473","ENST00000464367.1",-13243,"RERE"
"chr1",8384012,8385887,1876,"*","Intron (ENST00000337907.7/473, intron 13 of 23)",1,8363710,8364838,1129,2,"473","ENST00000464367.1",-19174,"RERE"
"chr1",8395251,8398922,3672,"*","Intron (ENST00000337907.7/473, intron 13 of 23)",1,8365855,8423419,57565,2,"473","ENST00000460659.5",24497,"RERE"
"chr1",8406746,8432383,25638,"*","Promoter (<=1kb)",1,8424645,8434838,10194,1,"102724552","ENST00000449895.5",0,NA
"chr1",8436807,8441712,4906,"*","3' UTR",1,8425638,8430041,4404,1,"102724552","ENST00000444276.1",11169,NA
"chr1",8446722,8451173,4452,"*","3' UTR",1,8425638,8430041,4404,1,"102724552","ENST00000444276.1",21084,NA
"chr1",8451310,8468021,16712,"*","Exon (ENST00000337907.7/473, exon 12 of 24)",1,8425638,8430041,4404,1,"102724552","ENST00000444276.1",25672,NA
"chr1",8469598,8474066,4469,"*","Intron (ENST00000337907.7/473, intron 11 of 23)",1,8511795,8511919,125,2,"124900452","ENST00000408156.1",37853,NA
"chr1",8475123,8478601,3479,"*","Intron (ENST00000337907.7/473, intron 11 of 23)",1,8511795,8511919,125,2,"124900452","ENST00000408156.1",33318,NA
"chr1",8492425,8497855,5431,"*","5' UTR",1,8511795,8511919,125,2,"124900452","ENST00000408156.1",14064,NA
"chr1",8506157,8512056,5900,"*","Promoter (<=1kb)",1,8511795,8511919,125,2,"124900452","ENST00000408156.1",0,NA
"chr1",8512363,8528493,16131,"*","Promoter (<=1kb)",1,8352406,8525939,173534,2,"473","ENST00000377464.5",0,"RERE"
"chr1",8550363,8553906,3544,"*","Intron (ENST00000337907.7/473, intron 7 of 23)",1,8495151,8526039,30889,2,"473","ENST00000507012.1",-24324,"RERE"
"chr1",8559532,8562005,2474,"*","Intron (ENST00000337907.7/473, intron 5 of 23)",1,8541224,8590841,49618,2,"473","ENST00000469251.1",28836,"RERE"
"chr1",8562407,8564813,2407,"*","Intron (ENST00000337907.7/473, intron 5 of 23)",1,8541224,8590841,49618,2,"473","ENST00000469251.1",26028,"RERE"
