"seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","GENENAME"
"chr1",3422415,3426169,3755,"*","Promoter (<=1kb)",1,3424919,3434095,9177,1,"63976","ENST00000378389.5",0,"PRDM16"
"chr1",3438329,3445999,7671,"*","3' UTR",1,3454665,3481113,26449,1,"27237","ENST00000378378.9",-8666,"ARHGEF16"
"chr1",3711025,3718356,7332,"*","Promoter (<=1kb)",1,3712200,3714298,2099,2,"117134600","ENST00000416554.1",0,NA
"chr1",3730761,3732816,2056,"*","3' UTR",1,3727478,3733367,5890,1,"7161","ENST00000604566.1",3283,"TP73"
"chr1",3745203,3748409,3207,"*","Promoter (<=1kb)",1,3746460,3757189,10730,1,"148870","ENST00000636250.1",0,"CCDC27"
"chr1",3771244,3779807,8564,"*","Promoter (<=1kb)",1,3772749,3775956,3208,1,"388588","ENST00000642557.4",0,"SMIM1"
"chr1",3899371,3903609,4239,"*","Promoter (<=1kb)",1,3900187,3906110,5924,1,"100133612","ENST00000757271.1",0,"LINC01134"
"chr1",4652323,4666086,13764,"*","Promoter (<=1kb)",1,4654609,4792534,137926,1,"55966","ENST00000378191.5",0,"AJAP1"
"chr1",4666251,4704345,38095,"*","Intron (ENST00000378191.5/55966, intron 1 of 5)",1,4711155,4712165,1011,1,"55966","ENST00000466761.1",-6810,"AJAP1"
"chr1",4705369,4716115,10747,"*","Promoter (<=1kb)",1,4711155,4712165,1011,1,"55966","ENST00000466761.1",0,"AJAP1"
"chr1",4722371,4737569,15199,"*","Exon (ENST00000658045.1/ENST00000658045.1, exon 1 of 2)",1,4711155,4712165,1011,1,"55966","ENST00000466761.1",11216,"AJAP1"
"chr1",5887558,5889962,2405,"*","3' UTR",1,5876879,5882849,5971,2,"261734","ENST00000470763.1",-4709,"NPHP4"
"chr1",5914296,5916734,2439,"*","Intron (ENST00000478423.6/261734, intron 9 of 25)",1,5886495,5905324,18830,2,"261734","ENST00000466897.1",-8972,"NPHP4"
"chr1",5972666,5977724,5059,"*","Intron (ENST00000478423.6/261734, intron 1 of 25)",1,5990927,6090419,99493,1,"8514","ENST00000655548.1",-13203,"KCNAB2"
"chr1",5982859,6005060,22202,"*","Promoter (<=1kb)",1,5862811,5992424,129614,2,"261734","ENST00000478423.6",0,"NPHP4"
"chr1",6270950,6274925,3976,"*","Intron (ENST00000608083.5/11332, intron 8 of 8)",1,6247353,6261098,13746,2,"387509","ENST00000377893.3",-9852,"GPR153"
"chr1",6347682,6350122,2441,"*","Promoter (2-3kb)",1,6281130,6352249,71120,2,"11332","ENST00000473466.2",2127,"ACOT7"
"chr1",6357764,6360307,2544,"*","Promoter (<=1kb)",1,6264273,6359344,95072,2,"11332","ENST00000377842.7",0,"ACOT7"
"chr1",6384288,6388261,3974,"*","Promoter (<=1kb)",1,6264273,6385813,121541,2,"11332","ENST00000377855.6",0,"ACOT7"
"chr1",6391161,6395575,4415,"*","Promoter (<=1kb)",1,6264269,6393361,129093,2,"11332","ENST00000608083.5",0,"ACOT7"
"chr1",6493743,6499933,6191,"*","Promoter (<=1kb)",1,6467122,6496569,29448,2,"57449","ENST00000377748.6",0,"PLEKHG5"
"chr1",6577781,6583209,5429,"*","Promoter (<=1kb)",1,6579994,6589280,9287,1,"3104","ENST00000377674.9",0,"ZBTB48"
"chr1",6596367,6606637,10271,"*","Promoter (<=1kb)",1,6590724,6602869,12146,2,"9903","ENST00000377658.8",0,"KLHL21"
"chr1",6611479,6616069,4591,"*","Promoter (<=1kb)",1,6613731,6624030,10300,1,"148479","ENST00000377648.5",0,"PHF13"
"chr1",6624319,6627164,2846,"*","Promoter (<=1kb)",1,6624868,6633562,8695,1,"90326","ENST00000054650.9",0,"THAP3"
"chr1",6923945,6925935,1991,"*","Intron (ENST00000303635.12/23261, intron 3 of 22)",1,6874056,6887842,13787,1,"23261","ENST00000467267.1",49889,"CAMTA1"
"chr1",7386130,7390485,4356,"*","Promoter (<=1kb)",1,7379384,7389908,10525,2,"102725193","ENST00000751307.1",0,NA
"chr1",7666137,7674042,7906,"*","Promoter (<=1kb)",1,7669759,7767736,97978,1,"23261","ENST00000700420.1",0,"CAMTA1"
"chr1",7675876,7684985,9110,"*","5' UTR",1,7671996,7767019,95024,1,"23261","ENST00000700422.1",3880,"CAMTA1"
"chr1",7690032,7699283,9252,"*","Exon (ENST00000602640.1/ENST00000602640.1, exon 1 of 1)",1,7700704,7702528,1825,2,"105376689","ENST00000602916.2",3245,NA
"chr1",7700970,7711368,10399,"*","Promoter (<=1kb)",1,7700704,7702528,1825,2,"105376689","ENST00000602916.2",0,NA
"chr1",7724791,7729910,5120,"*","Promoter (<=1kb)",1,7728293,7767777,39485,1,"23261","ENST00000700446.1",0,"CAMTA1"
"chr1",7747121,7758036,10916,"*","Promoter (<=1kb)",1,7751306,7767815,16510,1,"23261","ENST00000700449.1",0,"CAMTA1"
"chr1",7780810,7785999,5190,"*","Promoter (<=1kb)",1,7784291,7845177,60887,1,"8863","ENST00000377532.8",0,"PER3"
"chr1",8008765,8028837,20073,"*","Promoter (<=1kb)",1,8026674,8029647,2974,1,"121832806","ENST00000777655.1",0,NA
"chr1",8347660,8354509,6850,"*","3' UTR",1,8355521,8362844,7324,2,"473","ENST00000505225.1",8335,"RERE"
"chr1",8360521,8375467,14947,"*","Promoter (<=1kb)",1,8355521,8362844,7324,2,"473","ENST00000505225.1",0,"RERE"
"chr1",8378081,8383813,5733,"*","Intron (ENST00000337907.7/473, intron 13 of 23)",1,8363710,8364838,1129,2,"473","ENST00000464367.1",-13243,"RERE"
"chr1",8406746,8432383,25638,"*","Promoter (<=1kb)",1,8424645,8434838,10194,1,"102724552","ENST00000449895.5",0,NA
"chr1",8451310,8468021,16712,"*","Exon (ENST00000337907.7/473, exon 12 of 24)",1,8425638,8430041,4404,1,"102724552","ENST00000444276.1",25672,NA
"chr1",8506157,8512056,5900,"*","Promoter (<=1kb)",1,8511795,8511919,125,2,"124900452","ENST00000408156.1",0,NA
"chr1",8512363,8528493,16131,"*","Promoter (<=1kb)",1,8352406,8525939,173534,2,"473","ENST00000377464.5",0,"RERE"
"chr1",8586869,8592805,5937,"*","Promoter (<=1kb)",1,8541224,8590841,49618,2,"473","ENST00000469251.1",0,"RERE"
"chr1",8595727,8601500,5774,"*","Intron (ENST00000337907.7/473, intron 5 of 23)",1,8541224,8590841,49618,2,"473","ENST00000469251.1",-4886,"RERE"
"chr1",8625572,8632768,7197,"*","Promoter (1-2kb)",1,8556476,8624380,67905,2,"473","ENST00000514428.1",-1192,"RERE"
"chr1",8650809,8654879,4071,"*","Promoter (1-2kb)",1,8353943,8656371,302429,2,"473","ENST00000400907.6",1492,"RERE"
"chr1",8660170,8668366,8197,"*","Intron (ENST00000337907.7/473, intron 2 of 23)",1,8353943,8656371,302429,2,"473","ENST00000400907.6",-3799,"RERE"
"chr1",8674832,8682248,7417,"*","Intron (ENST00000337907.7/473, intron 2 of 23)",1,8353943,8656371,302429,2,"473","ENST00000400907.6",-18461,"RERE"
"chr1",8698068,8707912,9845,"*","Promoter (<=1kb)",1,8656193,8703219,47027,2,"473","ENST00000468247.1",0,"RERE"
"chr1",8709319,8714022,4704,"*","Intron (ENST00000337907.7/473, intron 2 of 23)",1,8656193,8703219,47027,2,"473","ENST00000468247.1",-6100,"RERE"
"chr1",8809428,8820107,10680,"*","Promoter (<=1kb)",1,8352397,8817465,465069,2,"473","ENST00000337907.7",0,"RERE"
"chr1",8856809,8882968,26160,"*","Promoter (<=1kb)",1,8878464,8879885,1422,1,"100505975","ENST00000835134.1",0,"ENO1-AS1"
"chr1",8888991,8890780,1790,"*","Distal Intergenic",1,8879292,8879899,608,1,"100505975","ENST00000835136.1",9699,"ENO1-AS1"
"chr1",8917675,8920003,2329,"*","Intron (ENST00000847252.1/112268261, intron 1 of 2)",1,8906901,8925006,18106,2,"112268261","ENST00000847253.1",5003,NA
"chr1",8936818,8946769,9952,"*","Promoter (<=1kb)",1,8945867,8967745,21879,1,"765","ENST00000549778.5",0,"CA6"
"chr1",8985491,8990451,4961,"*","Distal Intergenic",1,9002973,9026423,23451,2,"155184","ENST00000400906.2",35972,"SLC2A7"
"chr1",9180889,9184246,3358,"*","Promoter (<=1kb)",1,9181588,9185382,3795,1,"102724571","ENST00000783008.1",0,"RP3-510D11.2"
"chr1",9193873,9197932,4060,"*","Promoter (<=1kb)",1,9139555,9197085,57531,2,"106614088","ENST00000782879.1",0,"MIR34A"
"chr1",9230781,9256048,25268,"*","Promoter (<=1kb)",1,9241960,9242715,756,2,"124903836","ENST00000785043.1",0,NA
"chr1",9266096,9271587,5492,"*","3' UTR",1,9292894,9369532,76639,1,"80176","ENST00000328089.11",-21307,"SPSB1"
"chr1",9289020,9297120,8101,"*","Promoter (<=1kb)",1,9292894,9369532,76639,1,"80176","ENST00000328089.11",0,"SPSB1"
"chr1",9305044,9306866,1823,"*","Intron (ENST00000328089.11/80176, intron 1 of 2)",1,9294528,9356497,61970,1,"80176","ENST00000450402.1",10516,"SPSB1"
"chr1",9309259,9312639,3381,"*","Intron (ENST00000328089.11/80176, intron 1 of 2)",1,9294528,9356497,61970,1,"80176","ENST00000450402.1",14731,"SPSB1"
"chr1",9313368,9316836,3469,"*","Intron (ENST00000328089.11/80176, intron 1 of 2)",1,9294528,9356497,61970,1,"80176","ENST00000450402.1",18840,"SPSB1"
"chr1",9317549,9328451,10903,"*","Exon (ENST00000722150.1/ENST00000722150.1, exon 2 of 2)",1,9351431,9367863,16433,1,"80176","ENST00000357898.3",-22980,"SPSB1"
"chr1",9336716,9343163,6448,"*","Intron (ENST00000328089.11/80176, intron 1 of 2)",1,9351431,9367863,16433,1,"80176","ENST00000357898.3",-8268,"SPSB1"
"chr1",9344397,9349499,5103,"*","Promoter (1-2kb)",1,9351431,9367863,16433,1,"80176","ENST00000357898.3",-1932,"SPSB1"
"chr1",9349634,9356763,7130,"*","Promoter (<=1kb)",1,9351431,9367863,16433,1,"80176","ENST00000357898.3",0,"SPSB1"
"chr1",9359523,9370712,11190,"*","3' UTR",1,9355707,9367575,11869,1,"80176","ENST00000377399.2",3816,"SPSB1"
"chr1",9371321,9377930,6610,"*","Exon (ENST00000736035.1/ENST00000736035.1, exon 2 of 2)",1,9355707,9367575,11869,1,"80176","ENST00000377399.2",15614,"SPSB1"
"chr1",9380919,9393995,13077,"*","Distal Intergenic",1,9355707,9367575,11869,1,"80176","ENST00000377399.2",25212,"SPSB1"
"chr1",9396479,9403327,6849,"*","Distal Intergenic",1,9426975,9428916,1942,2,"100506022","ENST00000641507.1",25589,NA
"chr1",9436967,9442798,5832,"*","Promoter (<=1kb)",1,9426649,9440564,13916,2,"100506022","ENST00000641940.1",0,NA
"chr1",9537882,9541244,3363,"*","Promoter (<=1kb)",1,9539465,9585173,45709,1,"84275","ENST00000302692.7",0,"SLC25A33"
"chr1",9588208,9595415,7208,"*","Promoter (<=1kb)",1,9588911,9614877,25967,1,"199953","ENST00000340381.11",0,"TMEM201"
"chr1",9819734,9828733,9000,"*","Promoter (<=1kb)",1,9728926,9823965,95040,2,"22883","ENST00000377298.9",0,"CLSTN1"
"chr1",9834559,9837853,3295,"*","Distal Intergenic",1,9729028,9823984,94957,2,"22883","ENST00000361311.4",-10575,"CLSTN1"
"chr1",9838077,9854164,16088,"*","3' UTR",1,9729028,9823984,94957,2,"22883","ENST00000361311.4",-14093,"CLSTN1"
"chr1",9872483,9880019,7537,"*","Promoter (<=1kb)",1,9850659,9878176,27518,2,"56998","ENST00000377256.1",0,"CTNNBIP1"
"chr1",9883055,9887047,3993,"*","5' UTR",1,9850659,9878176,27518,2,"56998","ENST00000377256.1",-4879,"CTNNBIP1"
"chr1",9888518,9892066,3549,"*","Promoter (1-2kb)",1,9850450,9893237,42788,2,"56998","ENST00000377258.5",1171,"CTNNBIP1"
"chr1",9899094,9905302,6209,"*","Exon (ENST00000648956.1/ENST00000648956.1, exon 1 of 3)",1,9848276,9910269,61994,2,"56998","ENST00000377263.6",4967,"CTNNBIP1"
"chr1",9907731,9915554,7824,"*","Promoter (<=1kb)",1,9848276,9910269,61994,2,"56998","ENST00000377263.6",0,"CTNNBIP1"
"chr1",10032011,10035523,3513,"*","Promoter (<=1kb)",1,10032832,10180367,147536,1,"10277","ENST00000253251.12",0,"UBE4B"
"chr1",10044988,10053980,8993,"*","Intron (ENST00000253251.12/10277, intron 1 of 26)",1,10033274,10073118,39845,1,"10277","ENST00000377153.5",11714,"UBE4B"
"chr1",10054180,10072724,18545,"*","3' UTR",1,10033274,10073118,39845,1,"10277","ENST00000377153.5",20906,"UBE4B"
"chr1",10103487,10121100,17614,"*","Promoter (<=1kb)",1,10122042,10145039,22998,1,"10277","ENST00000470736.1",-942,"UBE4B"
"chr1",10122805,10138653,15849,"*","Promoter (<=1kb)",1,10128339,10145599,17261,1,"10277","ENST00000466379.1",0,"UBE4B"
"chr1",10158490,10167378,8889,"*","Promoter (<=1kb)",1,10158354,10171189,12836,1,"10277","ENST00000488228.1",136,"UBE4B"
"chr1",10177724,10183431,5708,"*","Promoter (<=1kb)",1,10179016,10179950,935,1,"10277","ENST00000465408.1",0,"UBE4B"
"chr1",10208779,10215039,6261,"*","Promoter (<=1kb)",1,10210570,10308597,98028,1,"23095","ENST00000377093.9",0,"KIF1B"
"chr1",10249087,10259139,10053,"*","3' UTR",1,10232329,10381596,149268,1,"23095","ENST00000622724.3",16758,"KIF1B"
"chr1",10279377,10300225,20849,"*","Promoter (<=1kb)",1,10282400,10292122,9723,1,"23095","ENST00000696507.1",0,"KIF1B"
"chr1",10322261,10331624,9364,"*","Exon (ENST00000676179.1/23095, exon 25 of 49)",1,10344775,10361825,17051,1,"23095","ENST00000465635.5",-13151,"KIF1B"
"chr1",10336367,10345506,9140,"*","Promoter (<=1kb)",1,10344775,10361825,17051,1,"23095","ENST00000465635.5",0,"KIF1B"
"chr1",10372783,10381967,9185,"*","3' UTR",1,10365166,10368502,3337,1,"23095","ENST00000470616.1",7617,"KIF1B"
"chr1",10382176,10390703,8528,"*","Exon (ENST00000641495.1/ENST00000641495.1, exon 1 of 2)",1,10398592,10411552,12961,1,"5226","ENST00000491493.5",-7889,"PGD"
"chr1",10397473,10400675,3203,"*","Promoter (<=1kb)",1,10398592,10411552,12961,1,"5226","ENST00000491493.5",0,"PGD"
"chr1",10662514,10665373,2860,"*","Promoter (1-2kb)",1,10658007,10661398,3392,2,"54897","ENST00000492173.1",-1116,"CASZ1"
"chr1",10978266,10982256,3991,"*","Promoter (<=1kb)",1,10946475,10982076,35602,2,"148345","ENST00000377004.9",0,"C1orf127"
"chr1",11058111,11064755,6645,"*","Promoter (<=1kb)",1,11060300,11102095,41796,1,"105376736","ENST00000715292.1",0,"RP4-635E18.6"
"chr1",11067400,11074365,6966,"*","Promoter (<=1kb)",1,11068465,11102105,33641,1,"105376736","ENST00000715293.1",0,"RP4-635E18.6"
"chr1",11105012,11112440,7429,"*","Promoter (2-3kb)",1,11107285,11114629,7345,2,"2475","ENST00000473471.5",2189,"MTOR"
"chr1",11128071,11140249,12179,"*","Promoter (<=1kb)",1,11106535,11131558,25024,2,"2475","ENST00000376838.5",0,"MTOR"
"chr1",11145872,11154310,8439,"*","Promoter (<=1kb)",1,11131594,11145025,13432,2,"2475","ENST00000495435.1",-847,"MTOR"
"chr1",11154550,11159887,5338,"*","3' UTR",1,11131594,11145025,13432,2,"2475","ENST00000495435.1",-9525,"MTOR"
"chr1",11172433,11190695,18263,"*","Promoter (<=1kb)",1,11189355,11195981,6627,1,"10218","ENST00000376819.4",0,"ANGPTL7"
"chr1",11191869,11201859,9991,"*","Promoter (<=1kb)",1,11193627,11195178,1552,1,"10218","ENST00000476934.1",0,"ANGPTL7"
"chr1",11204876,11206837,1962,"*","Intron (ENST00000703140.1/2475, intron 23 of 55)",1,11106860,11193730,86871,2,"2475","ENST00000703131.1",-11146,"MTOR"
"chr1",11209237,11218422,9186,"*","3' UTR",1,11106860,11193730,86871,2,"2475","ENST00000703131.1",-15507,"MTOR"
"chr1",11348906,11359715,10810,"*","Promoter (<=1kb)",1,11350694,11365052,14359,1,"105376739","ENST00000784693.1",0,NA
"chr1",11476410,11481965,5556,"*","Promoter (<=1kb)",1,11479155,11537551,58397,1,"57540","ENST00000294484.7",0,"DISP3"
"chr1",11493692,11501382,7691,"*","5' UTR",1,11479166,11481960,2795,1,"57540","ENST00000423056.2",14526,"DISP3"
"chr1",11644100,11656617,12518,"*","Promoter (<=1kb)",1,11637018,11650770,13753,2,"26232","ENST00000642025.1",0,"FBXO2"
"chr1",11728649,11734377,5729,"*","Promoter (1-2kb)",1,11736084,11750710,14627,1,"57085","ENST00000376637.7",-1707,"AGTRAP"
"chr1",11735088,11738767,3680,"*","Promoter (<=1kb)",1,11736084,11750710,14627,1,"57085","ENST00000376637.7",0,"AGTRAP"
"chr1",11800655,11807657,7003,"*","Promoter (<=1kb)",1,11806096,11843143,37048,1,"1185","ENST00000312413.10",0,"CLCN6"
"chr1",11907173,11911608,4436,"*","Promoter (<=1kb)",1,11907940,11913323,5384,1,"124903843","ENST00000661075.1",0,NA
"chr1",11917393,11922792,5400,"*","3' UTR",1,11919591,11926427,6837,2,"90231","ENST00000376572.8",3635,"KIAA2013"
"chr1",11932434,11936858,4425,"*","Promoter (<=1kb)",1,11934205,11958620,24416,1,"5351","ENST00000485046.5",0,"PLOD1"
"chr1",11978268,11981952,3685,"*","Promoter (<=1kb)",1,11980181,12013514,33334,1,"9927","ENST00000444836.5",0,"MFN2"
"chr1",12334142,12347728,13587,"*","Promoter (<=1kb)",1,12342805,12348973,6169,1,"55187","ENST00000643711.1",0,"VPS13D"
"chr1",13548180,13550207,2028,"*","Distal Intergenic",1,13583465,13617957,34493,1,"10630","ENST00000294489.10",-33258,"PDPN"
"chr1",13583729,13586530,2802,"*","Promoter (<=1kb)",1,13583762,13617957,34196,1,"10630","ENST00000376057.8",0,"PDPN"
"chr1",13748395,13755538,7144,"*","Promoter (<=1kb)",1,13749403,13788079,38677,1,"7799","ENST00000413440.5",0,"PRDM2"
"chr1",14110996,14117901,6906,"*","Intron (ENST00000636564.1/23254, intron 1 of 2)",1,13892792,15118043,1225252,1,"23254","ENST00000636203.1",218204,"KAZN"
"chr1",14180974,14183808,2835,"*","Intron (ENST00000636564.1/23254, intron 2 of 2)",1,14348947,14351324,2378,2,"105376762","ENST00000661309.1",167516,NA
"chr1",14250941,14257184,6244,"*","Intron (ENST00000636564.1/23254, intron 2 of 2)",1,14348947,14351324,2378,2,"105376762","ENST00000661309.1",94140,NA
"chr1",14257915,14266849,8935,"*","Exon (ENST00000657859.1/ENST00000657859.1, exon 1 of 3)",1,14348947,14351324,2378,2,"105376762","ENST00000661309.1",84475,NA
"chr1",14337281,14342518,5238,"*","Exon (ENST00000666654.1/105376762, exon 7 of 7)",1,14348947,14351324,2378,2,"105376762","ENST00000661309.1",8806,NA
"chr1",14365767,14371254,5488,"*","Intron (ENST00000636203.1/23254, intron 2 of 16)",1,14348947,14351324,2378,2,"105376762","ENST00000661309.1",-14443,NA
"chr1",14413142,14416885,3744,"*","Promoter (2-3kb)",1,14348956,14419589,70634,2,"105376762","ENST00000447908.3",2704,NA
"chr1",14432939,14445068,12130,"*","Intron (ENST00000636203.1/23254, intron 2 of 16)",1,14390655,14419973,29319,2,"105376762","ENST00000670776.1",-12966,NA
"chr1",14597601,14603696,6096,"*","Promoter (<=1kb)",1,14598685,15118043,519359,1,"23254","ENST00000376030.7",0,"KAZN"
"chr1",14624058,14630408,6351,"*","Intron (ENST00000636203.1/23254, intron 3 of 16)",1,14598717,15065797,467081,1,"23254","ENST00000503743.5",25341,"KAZN"
