"seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","GENENAME"
"chr1",10057472,10060812,3341,"*","Exon (ENST00000416729.2/ENST00000416729.2, exon 1 of 2)",1,10033274,10073118,39845,1,"10277","ENST00000377153.5",24198,"UBE4B"
"chr1",10061039,10061381,343,"*","Intron (ENST00000253251.12/10277, intron 1 of 26)",1,10033274,10073118,39845,1,"10277","ENST00000377153.5",27765,"UBE4B"
"chr1",10061588,10062187,600,"*","Intron (ENST00000253251.12/10277, intron 1 of 26)",1,10033274,10073118,39845,1,"10277","ENST00000377153.5",28314,"UBE4B"
"chr1",10063532,10070143,6612,"*","Intron (ENST00000253251.12/10277, intron 1 of 26)",1,10033274,10073118,39845,1,"10277","ENST00000377153.5",30258,"UBE4B"
"chr1",10071453,10072322,870,"*","Exon (ENST00000253251.12/10277, exon 2 of 27)",1,10100861,10103185,2325,1,"10277","ENST00000462658.1",-28539,"UBE4B"
"chr1",10073111,10078136,5026,"*","3' UTR",1,10100861,10103185,2325,1,"10277","ENST00000462658.1",-22725,"UBE4B"
"chr1",100799133,100800868,1736,"*","Distal Intergenic",1,100719764,100739038,19275,1,"7412","ENST00000370115.1",79369,"VCAM1"
"chr1",10083066,10085923,2858,"*","Intron (ENST00000253251.12/10277, intron 2 of 26)",1,10100861,10103185,2325,1,"10277","ENST00000462658.1",-14938,"UBE4B"
"chr1",100894625,100897077,2453,"*","Promoter (<=1kb)",1,100896076,100981753,85678,1,"148867","ENST00000370112.8",0,"SLC30A7"
"chr1",100950801,100951700,900,"*","Intron (ENST00000370112.8/148867, intron 8 of 11)",1,100961828,100972658,10831,1,"148867","ENST00000370111.4",-10128,"SLC30A7"
"chr1",101024954,101026784,1831,"*","Promoter (<=1kb)",1,101025825,101087387,61563,1,"102606465","ENST00000654574.4",0,NA
"chr1",10105359,10110348,4990,"*","Exon (ENST00000253251.12/10277, exon 6 of 27)",1,10100861,10103185,2325,1,"10277","ENST00000462658.1",4498,"UBE4B"
"chr1",10110819,10112213,1395,"*","Intron (ENST00000253251.12/10277, intron 6 of 26)",1,10122042,10145039,22998,1,"10277","ENST00000470736.1",-9829,"UBE4B"
"chr1",10112943,10114299,1357,"*","Intron (ENST00000253251.12/10277, intron 6 of 26)",1,10122042,10145039,22998,1,"10277","ENST00000470736.1",-7743,"UBE4B"
"chr1",10114916,10115151,236,"*","Intron (ENST00000253251.12/10277, intron 6 of 26)",1,10122042,10145039,22998,1,"10277","ENST00000470736.1",-6891,"UBE4B"
"chr1",10115470,10115821,352,"*","Intron (ENST00000253251.12/10277, intron 6 of 26)",1,10122042,10145039,22998,1,"10277","ENST00000470736.1",-6221,"UBE4B"
"chr1",10117160,10118991,1832,"*","Exon (ENST00000253251.12/10277, exon 7 of 27)",1,10122042,10145039,22998,1,"10277","ENST00000470736.1",-3051,"UBE4B"
"chr1",10123116,10123336,221,"*","Promoter (1-2kb)",1,10122042,10145039,22998,1,"10277","ENST00000470736.1",1074,"UBE4B"
"chr1",101235340,101237820,2481,"*","Promoter (<=1kb)",1,101234129,101236650,2522,2,"101928370","ENST00000432195.3",0,NA
"chr1",101238075,101240581,2507,"*","Promoter (<=1kb)",1,101238090,101241372,3283,1,"1901","ENST00000475289.2",0,"S1PR1"
"chr1",10125344,10127446,2103,"*","Promoter (<=1kb)",1,10128339,10145599,17261,1,"10277","ENST00000466379.1",-893,"UBE4B"
"chr1",10127737,10128868,1132,"*","Promoter (<=1kb)",1,10128339,10145599,17261,1,"10277","ENST00000466379.1",0,"UBE4B"
"chr1",10129152,10133973,4822,"*","Promoter (<=1kb)",1,10128339,10145599,17261,1,"10277","ENST00000466379.1",813,"UBE4B"
"chr1",101309813,101310140,328,"*","Promoter (<=1kb)",1,101298234,101309155,10922,2,"102723784","ENST00000791164.1",-658,NA
"chr1",1013196,1015609,2414,"*","Promoter (<=1kb)",1,1013497,1014540,1044,1,"9636","ENST00000649529.1",0,"ISG15"
"chr1",10137196,10137561,366,"*","Exon (ENST00000253251.12/10277, exon 16 of 27)",1,10128339,10145599,17261,1,"10277","ENST00000466379.1",8857,"UBE4B"
"chr1",10137767,10138254,488,"*","Intron (ENST00000253251.12/10277, intron 16 of 26)",1,10128339,10145599,17261,1,"10277","ENST00000466379.1",9428,"UBE4B"
"chr1",10140774,10141883,1110,"*","Intron (ENST00000253251.12/10277, intron 16 of 26)",1,10128339,10145599,17261,1,"10277","ENST00000466379.1",12435,"UBE4B"
"chr1",10142101,10144528,2428,"*","Intron (ENST00000253251.12/10277, intron 16 of 26)",1,10128339,10145599,17261,1,"10277","ENST00000466379.1",13762,"UBE4B"
"chr1",10145404,10147380,1977,"*","Exon (ENST00000253251.12/10277, exon 18 of 27)",1,10158354,10171189,12836,1,"10277","ENST00000488228.1",-10974,"UBE4B"
"chr1",10151122,10152131,1010,"*","Exon (ENST00000253251.12/10277, exon 20 of 27)",1,10158354,10171189,12836,1,"10277","ENST00000488228.1",-6223,"UBE4B"
"chr1",10152528,10153755,1228,"*","Intron (ENST00000253251.12/10277, intron 20 of 26)",1,10158354,10171189,12836,1,"10277","ENST00000488228.1",-4599,"UBE4B"
"chr1",10155086,10155701,616,"*","Promoter (2-3kb)",1,10158354,10171189,12836,1,"10277","ENST00000488228.1",-2653,"UBE4B"
"chr1",10159917,10162788,2872,"*","Promoter (1-2kb)",1,10158354,10171189,12836,1,"10277","ENST00000488228.1",1563,"UBE4B"
"chr1",10165170,10166448,1279,"*","3' UTR",1,10170956,10180016,9061,1,"10277","ENST00000487244.5",-4508,"UBE4B"
"chr1",10177863,10178392,530,"*","Promoter (<=1kb)",1,10179016,10179950,935,1,"10277","ENST00000465408.1",-624,"UBE4B"
"chr1",10178800,10180504,1705,"*","Promoter (<=1kb)",1,10179016,10179950,935,1,"10277","ENST00000465408.1",0,"UBE4B"
"chr1",1018696,1028482,9787,"*","Promoter (<=1kb)",1,1020120,1056116,35997,1,"375790","ENST00000379370.7",0,"AGRN"
"chr1",10209188,10212834,3647,"*","Promoter (<=1kb)",1,10210570,10308597,98028,1,"23095","ENST00000377093.9",0,"KIF1B"
"chr1",10213331,10214617,1287,"*","Promoter (1-2kb)",1,10211616,10381603,169988,1,"23095","ENST00000377086.5",1715,"KIF1B"
"chr1",10215422,10218608,3187,"*","Intron (ENST00000377093.9/23095, intron 1 of 20)",1,10211616,10381603,169988,1,"23095","ENST00000377086.5",3806,"KIF1B"
"chr1",10224863,10225540,678,"*","Intron (ENST00000377093.9/23095, intron 1 of 20)",1,10230764,10306757,75994,1,"23095","ENST00000377083.5",-5224,"KIF1B"
"chr1",10250377,10250911,535,"*","Intron (ENST00000377093.9/23095, intron 2 of 20)",1,10232329,10381596,149268,1,"23095","ENST00000622724.3",18048,"KIF1B"
"chr1",10252159,10252772,614,"*","Intron (ENST00000377093.9/23095, intron 2 of 20)",1,10232329,10381596,149268,1,"23095","ENST00000622724.3",19830,"KIF1B"
"chr1",10253122,10254146,1025,"*","Intron (ENST00000377093.9/23095, intron 2 of 20)",1,10232329,10381596,149268,1,"23095","ENST00000622724.3",20793,"KIF1B"
"chr1",10254750,10255088,339,"*","Intron (ENST00000377093.9/23095, intron 2 of 20)",1,10232329,10381596,149268,1,"23095","ENST00000622724.3",22421,"KIF1B"
"chr1",10257346,10258209,864,"*","Intron (ENST00000377093.9/23095, intron 3 of 20)",1,10278558,10282383,3826,1,"23095","ENST00000495136.1",-20349,"KIF1B"
"chr1",10261691,10262192,502,"*","3' UTR",1,10278558,10282383,3826,1,"23095","ENST00000495136.1",-16366,"KIF1B"
"chr1",102628458,102628742,285,"*","Distal Intergenic",1,102833531,102853384,19854,1,"107985096","ENST00000737211.1",-204789,NA
"chr1",10282039,10282501,463,"*","Promoter (<=1kb)",1,10282400,10292122,9723,1,"23095","ENST00000696507.1",0,"KIF1B"
"chr1",10283189,10283873,685,"*","Promoter (<=1kb)",1,10282450,10292334,9885,1,"23095","ENST00000497835.1",739,"KIF1B"
"chr1",10284343,10287352,3010,"*","Promoter (1-2kb)",1,10282450,10292334,9885,1,"23095","ENST00000497835.1",1893,"KIF1B"
"chr1",10287762,10288677,916,"*","Intron (ENST00000377093.9/23095, intron 13 of 20)",1,10282450,10292334,9885,1,"23095","ENST00000497835.1",5312,"KIF1B"
"chr1",10289146,10289651,506,"*","Intron (ENST00000377093.9/23095, intron 13 of 20)",1,10282450,10292334,9885,1,"23095","ENST00000497835.1",6696,"KIF1B"
"chr1",1029149,1029604,456,"*","Intron (ENST00000379370.7/375790, intron 2 of 35)",1,1034106,1056116,22011,1,"375790","ENST00000651234.1",-4502,"AGRN"
"chr1",10292276,10292627,352,"*","Exon (ENST00000696503.1/23095, exon 16 of 48)",1,10282450,10292334,9885,1,"23095","ENST00000497835.1",9826,"KIF1B"
"chr1",10293768,10294133,366,"*","Intron (ENST00000377093.9/23095, intron 15 of 20)",1,10282450,10292334,9885,1,"23095","ENST00000497835.1",11318,"KIF1B"
"chr1",10294604,10299509,4906,"*","3' UTR",1,10282450,10292334,9885,1,"23095","ENST00000497835.1",12154,"KIF1B"
"chr1",103074917,103075535,619,"*","Intron (ENST00000358392.6/1301, intron 3 of 66)",1,103030901,103082859,51959,2,"1301","ENST00000447608.1",7324,"COL11A1"
"chr1",10309121,10312521,3401,"*","Intron (ENST00000676179.1/23095, intron 22 of 48)",1,10282450,10292334,9885,1,"23095","ENST00000497835.1",26671,"KIF1B"
"chr1",1031047,1036589,5543,"*","Promoter (<=1kb)",1,1034106,1056116,22011,1,"375790","ENST00000651234.1",0,"AGRN"
"chr1",103106470,103109559,3090,"*","Promoter (<=1kb)",1,102876467,103108496,232030,2,"1301","ENST00000358392.6",0,"COL11A1"
"chr1",10318137,10318487,351,"*","Intron (ENST00000676179.1/23095, intron 22 of 48)",1,10344775,10361825,17051,1,"23095","ENST00000465635.5",-26288,"KIF1B"
"chr1",10323568,10324042,475,"*","Exon (ENST00000676179.1/23095, exon 25 of 49)",1,10344775,10361825,17051,1,"23095","ENST00000465635.5",-20733,"KIF1B"
"chr1",10326135,10326824,690,"*","Exon (ENST00000676179.1/23095, exon 27 of 49)",1,10344775,10361825,17051,1,"23095","ENST00000465635.5",-17951,"KIF1B"
"chr1",10330746,10331134,389,"*","Intron (ENST00000676179.1/23095, intron 27 of 48)",1,10344775,10361825,17051,1,"23095","ENST00000465635.5",-13641,"KIF1B"
"chr1",10334060,10335356,1297,"*","Exon (ENST00000676179.1/23095, exon 28 of 49)",1,10344775,10361825,17051,1,"23095","ENST00000465635.5",-9419,"KIF1B"
"chr1",10336485,10342176,5692,"*","Promoter (2-3kb)",1,10344775,10361825,17051,1,"23095","ENST00000465635.5",-2599,"KIF1B"
"chr1",10344714,10344969,256,"*","Promoter (<=1kb)",1,10344775,10361825,17051,1,"23095","ENST00000465635.5",0,"KIF1B"
"chr1",10350788,10351011,224,"*","Promoter (1-2kb)",1,10352664,10377189,24526,1,"23095","ENST00000635499.1",-1653,"KIF1B"
"chr1",10352350,10353642,1293,"*","Promoter (<=1kb)",1,10352664,10377189,24526,1,"23095","ENST00000635499.1",0,"KIF1B"
"chr1",103525785,103526464,680,"*","Promoter (<=1kb)",1,103400538,103525901,125364,2,"101928436","ENST00000836808.1",0,NA
"chr1",10361375,10361643,269,"*","Intron (ENST00000676179.1/23095, intron 39 of 48)",1,10365166,10368502,3337,1,"23095","ENST00000470616.1",-3523,"KIF1B"
"chr1",1036885,1040999,4115,"*","Promoter (2-3kb)",1,1034867,1041397,6531,1,"375790","ENST00000469403.1",2018,"AGRN"
"chr1",10373021,10375451,2431,"*","Exon (ENST00000676179.1/23095, exon 46 of 49)",1,10365166,10368502,3337,1,"23095","ENST00000470616.1",7855,"KIF1B"
"chr1",10375918,10379961,4044,"*","3' UTR",1,10365166,10368502,3337,1,"23095","ENST00000470616.1",10752,"KIF1B"
"chr1",10380229,10381591,1363,"*","3' UTR",1,10365166,10368502,3337,1,"23095","ENST00000470616.1",15063,"KIF1B"
"chr1",10383501,10389592,6092,"*","Exon (ENST00000641495.1/ENST00000641495.1, exon 1 of 2)",1,10398592,10411552,12961,1,"5226","ENST00000491493.5",-9000,"PGD"
"chr1",10390323,10390731,409,"*","Distal Intergenic",1,10398592,10411552,12961,1,"5226","ENST00000491493.5",-7861,"PGD"
"chr1",10397794,10400364,2571,"*","Promoter (<=1kb)",1,10398592,10411552,12961,1,"5226","ENST00000491493.5",0,"PGD"
"chr1",1041271,1041607,337,"*","Exon (ENST00000379370.7/375790, exon 5 of 36)",1,1045399,1046349,951,1,"375790","ENST00000479707.1",-3792,"AGRN"
"chr1",1041904,1042861,958,"*","Promoter (2-3kb)",1,1045399,1046349,951,1,"375790","ENST00000479707.1",-2538,"AGRN"
"chr1",10428124,10428554,431,"*","Promoter (1-2kb)",1,10430102,10452153,22052,1,"100526739","ENST00000400900.6",-1548,"APITD1-CORT"
"chr1",10428802,10429472,671,"*","Promoter (<=1kb)",1,10430102,10452153,22052,1,"100526739","ENST00000400900.6",-630,"APITD1-CORT"
"chr1",10429675,10431295,1621,"*","Promoter (<=1kb)",1,10430102,10452153,22052,1,"100526739","ENST00000400900.6",0,"APITD1-CORT"
"chr1",1043375,1044578,1204,"*","Promoter (<=1kb)",1,1045399,1046349,951,1,"375790","ENST00000479707.1",-821,"AGRN"
"chr1",1045570,1046128,559,"*","Promoter (<=1kb)",1,1045399,1046349,951,1,"375790","ENST00000479707.1",171,"AGRN"
"chr1",1047055,1047345,291,"*","Promoter (<=1kb)",1,1047201,1047865,665,1,"375790","ENST00000466223.1",0,"AGRN"
"chr1",10471796,10472692,897,"*","Promoter (<=1kb)",1,10456522,10472529,16008,2,"1676","ENST00000377038.8",0,"DFFA"
"chr1",10474264,10474488,225,"*","Promoter (<=1kb)",1,10474950,10630758,155809,1,"5195","ENST00000356607.9",-462,"PEX14"
"chr1",10474830,10476186,1357,"*","Promoter (<=1kb)",1,10474950,10630758,155809,1,"5195","ENST00000356607.9",0,"PEX14"
"chr1",10494236,10494912,677,"*","Intron (ENST00000472851.1/5195, intron 1 of 3)",1,10474982,10623286,148305,1,"5195","ENST00000491661.2",19254,"PEX14"
"chr1",10495679,10496182,504,"*","Intron (ENST00000472851.1/5195, intron 2 of 3)",1,10474982,10623286,148305,1,"5195","ENST00000491661.2",20697,"PEX14"
"chr1",1052008,1052280,273,"*","Promoter (<=1kb)",1,1051986,1056112,4127,1,"375790","ENST00000461111.1",22,"AGRN"
"chr1",10614429,10615103,675,"*","Exon (ENST00000663738.1/ENST00000663738.1, exon 2 of 2)",1,10642082,10645076,2995,2,"54897","ENST00000447850.3",29973,"CASZ1"
"chr1",10615366,10615631,266,"*","Intron (ENST00000356607.9/5195, intron 4 of 8)",1,10642082,10645076,2995,2,"54897","ENST00000447850.3",29445,"CASZ1"
"chr1",10615933,10616974,1042,"*","Exon (ENST00000461850.3/ENST00000461850.3, exon 1 of 1)",1,10642082,10645076,2995,2,"54897","ENST00000447850.3",28102,"CASZ1"
"chr1",10617261,10617833,573,"*","Intron (ENST00000356607.9/5195, intron 4 of 8)",1,10642082,10645076,2995,2,"54897","ENST00000447850.3",27243,"CASZ1"
"chr1",1062183,1062420,238,"*","Promoter (<=1kb)",1,1063055,1066441,3387,1,"100288175","ENST00000799594.1",-635,"RP11-465B22.3"
"chr1",1062663,1063312,650,"*","Promoter (<=1kb)",1,1063055,1066441,3387,1,"100288175","ENST00000799594.1",0,"RP11-465B22.3"
"chr1",1063599,1064499,901,"*","Promoter (<=1kb)",1,1064409,1066457,2049,1,"100288175","ENST00000433695.2",0,"RP11-465B22.3"
"chr1",10640521,10642152,1632,"*","Promoter (2-3kb)",1,10642082,10645076,2995,2,"54897","ENST00000447850.3",2924,"CASZ1"
"chr1",10649221,10649698,478,"*","Promoter (1-2kb)",1,10650484,10651100,617,2,"54897","ENST00000490176.1",1402,"CASZ1"
"chr1",10662474,10669382,6909,"*","Promoter (1-2kb)",1,10658007,10661398,3392,2,"54897","ENST00000492173.1",-1076,"CASZ1"
"chr1",10669629,10669896,268,"*","Intron (ENST00000377022.8/54897, intron 4 of 20)",1,10658007,10661398,3392,2,"54897","ENST00000492173.1",-8231,"CASZ1"
"chr1",10670149,10670692,544,"*","Intron (ENST00000377022.8/54897, intron 4 of 20)",1,10658007,10661398,3392,2,"54897","ENST00000492173.1",-8751,"CASZ1"
"chr1",10674481,10674992,512,"*","Intron (ENST00000377022.8/54897, intron 4 of 20)",1,10658007,10661398,3392,2,"54897","ENST00000492173.1",-13083,"CASZ1"
"chr1",1067513,1068230,718,"*","Promoter (<=1kb)",1,1066414,1067086,673,2,"105378948","ENST00000799889.1",-427,NA
"chr1",10675343,10678121,2779,"*","Intron (ENST00000377022.8/54897, intron 4 of 20)",1,10658007,10661398,3392,2,"54897","ENST00000492173.1",-13945,"CASZ1"
"chr1",10679628,10679932,305,"*","Intron (ENST00000377022.8/54897, intron 4 of 20)",1,10660737,10693912,33176,2,"54897","ENST00000478728.2",13980,"CASZ1"
"chr1",10680477,10680933,457,"*","Intron (ENST00000377022.8/54897, intron 4 of 20)",1,10660737,10693912,33176,2,"54897","ENST00000478728.2",12979,"CASZ1"
"chr1",1069055,1070571,1517,"*","Promoter (<=1kb)",1,1065634,1069347,3714,2,"105378948","ENST00000799880.1",0,NA
"chr1",10691432,10691661,230,"*","Promoter (2-3kb)",1,10660737,10693912,33176,2,"54897","ENST00000478728.2",2251,"CASZ1"
"chr1",10692134,10692481,348,"*","Promoter (1-2kb)",1,10660737,10693912,33176,2,"54897","ENST00000478728.2",1431,"CASZ1"
"chr1",10695232,10695515,284,"*","Promoter (<=1kb)",1,10652984,10694479,41496,2,"54897","ENST00000496432.6",-753,"CASZ1"
"chr1",10695743,10696888,1146,"*","Promoter (1-2kb)",1,10652984,10694479,41496,2,"54897","ENST00000496432.6",-1264,"CASZ1"
"chr1",107055935,107058454,2520,"*","Promoter (<=1kb)",1,107056674,107059294,2621,1,"55170","ENST00000370078.2",0,"PRMT6"
"chr1",107139740,107140703,964,"*","Promoter (<=1kb)",1,107140007,107481849,341843,1,"22854","ENST00000370073.6",0,"NTNG1"
"chr1",107141030,107141780,751,"*","Promoter (<=1kb)",1,107141039,107483458,342420,1,"22854","ENST00000370067.5",0,"NTNG1"
"chr1",1072502,1073015,514,"*","Promoter (1-2kb)",1,1070967,1074306,3340,2,"401934","ENST00000453464.3",1291,"RNF223"
"chr1",10726629,10727268,640,"*","Intron (ENST00000377022.8/54897, intron 2 of 20)",1,10704196,10705575,1380,2,"54897","ENST00000472814.1",-21054,"CASZ1"
"chr1",10734797,10738191,3395,"*","Intron (ENST00000377022.8/54897, intron 2 of 20)",1,10704196,10705575,1380,2,"54897","ENST00000472814.1",-29222,"CASZ1"
"chr1",1074746,1075178,433,"*","Promoter (<=1kb)",1,1070967,1074306,3340,2,"401934","ENST00000453464.3",-440,"RNF223"
"chr1",107480584,107481488,905,"*","3' UTR",1,107596295,107673649,77355,2,"10451","ENST00000529033.5",192161,"VAV3"
"chr1",10756910,10757418,509,"*","Intron (ENST00000377022.8/54897, intron 2 of 20)",1,10636604,10796646,160043,2,"54897","ENST00000377022.8",39228,"CASZ1"
"chr1",10773705,10774073,369,"*","Intron (ENST00000377022.8/54897, intron 1 of 20)",1,10636604,10796646,160043,2,"54897","ENST00000377022.8",22573,"CASZ1"
"chr1",10774643,10775157,515,"*","Intron (ENST00000377022.8/54897, intron 1 of 20)",1,10636604,10796646,160043,2,"54897","ENST00000377022.8",21489,"CASZ1"
"chr1",10776301,10777769,1469,"*","Intron (ENST00000377022.8/54897, intron 1 of 20)",1,10636604,10796646,160043,2,"54897","ENST00000377022.8",18877,"CASZ1"
"chr1",10778478,10779024,547,"*","Intron (ENST00000377022.8/54897, intron 1 of 20)",1,10636604,10796646,160043,2,"54897","ENST00000377022.8",17622,"CASZ1"
"chr1",10781469,10782590,1122,"*","Intron (ENST00000377022.8/54897, intron 1 of 20)",1,10636604,10796646,160043,2,"54897","ENST00000377022.8",14056,"CASZ1"
"chr1",10787279,10787619,341,"*","Intron (ENST00000377022.8/54897, intron 1 of 20)",1,10636604,10796646,160043,2,"54897","ENST00000377022.8",9027,"CASZ1"
"chr1",10788283,10789102,820,"*","Intron (ENST00000377022.8/54897, intron 1 of 20)",1,10636604,10796646,160043,2,"54897","ENST00000377022.8",7544,"CASZ1"
"chr1",107963655,107964782,1128,"*","Promoter (<=1kb)",1,107964367,108052449,88083,1,"100873946","ENST00000715653.1",0,"VAV3-AS1"
"chr1",107965090,107966062,973,"*","Promoter (<=1kb)",1,107571161,107965180,394020,2,"10451","ENST00000370056.9",0,"VAV3"
"chr1",1079681,1080407,727,"*","Distal Intergenic",1,1082146,1084072,1927,2,"54991","ENST00000464905.1",3665,"C1orf159"
"chr1",1081075,1081785,711,"*","Promoter (2-3kb)",1,1082146,1084072,1927,2,"54991","ENST00000464905.1",2287,"C1orf159"
"chr1",108199261,108201095,1835,"*","Promoter (<=1kb)",1,108134043,108200343,66301,2,"29957","ENST00000565488.6",0,"SLC25A24"
"chr1",1082174,1082816,643,"*","Promoter (1-2kb)",1,1082146,1084072,1927,2,"54991","ENST00000464905.1",1256,"C1orf159"
"chr1",108557454,108557807,354,"*","Promoter (2-3kb)",1,108560089,108644900,84812,1,"284611","ENST00000405454.1",-2282,"FAM102B"
"chr1",108558089,108558290,202,"*","Promoter (1-2kb)",1,108560089,108644900,84812,1,"284611","ENST00000405454.1",-1799,"FAM102B"
"chr1",108559418,108560007,590,"*","Promoter (<=1kb)",1,108560089,108644900,84812,1,"284611","ENST00000405454.1",-82,"FAM102B"
"chr1",108560485,108561226,742,"*","Promoter (<=1kb)",1,108560100,108639322,79223,1,"284611","ENST00000370035.8",385,"FAM102B"
"chr1",108624042,108625147,1106,"*","Promoter (<=1kb)",1,108624665,108639322,14658,1,"284611","ENST00000483371.1",0,"FAM102B"
"chr1",108644855,108647354,2500,"*","3' UTR",1,108650224,108651445,1222,2,"113802","ENST00000483729.1",4091,"HENMT1"
"chr1",108660874,108662292,1419,"*","Promoter (<=1kb)",1,108661531,108666246,4716,1,"105378890","ENST00000648569.2",0,NA
"chr1",10866328,10867812,1485,"*","Exon (ENST00000830207.1/ENST00000830207.1, exon 1 of 2)",1,10647213,10796650,149438,2,"54897","ENST00000344008.5",-69678,"CASZ1"
"chr1",1086653,1087067,415,"*","Promoter (<=1kb)",1,1081825,1087636,5812,2,"54991","ENST00000487177.5",569,"C1orf159"
"chr1",108691500,108694096,2597,"*","Promoter (<=1kb)",1,108692310,108702928,10619,1,"55119","ENST00000370025.9",0,"PRPF38B"
"chr1",108714860,108718279,3420,"*","Promoter (1-2kb)",1,108712908,108742749,29842,1,"163479","ENST00000370017.9",1952,"FNDC7"
"chr1",108718838,108721801,2964,"*","Promoter (<=1kb)",1,108722411,108742056,19646,1,"163479","ENST00000445274.1",-610,"FNDC7"
"chr1",108722040,108722905,866,"*","Promoter (<=1kb)",1,108722411,108742056,19646,1,"163479","ENST00000445274.1",0,"FNDC7"
"chr1",108744807,108745139,333,"*","Promoter (1-2kb)",1,108746674,108757005,10332,1,"6814","ENST00000483586.5",-1535,"STXBP3"
"chr1",108745417,108745650,234,"*","Promoter (1-2kb)",1,108746674,108757005,10332,1,"6814","ENST00000483586.5",-1024,"STXBP3"
"chr1",108746206,108747800,1595,"*","Promoter (<=1kb)",1,108746674,108757005,10332,1,"6814","ENST00000483586.5",0,"STXBP3"
"chr1",108748200,108749695,1496,"*","Promoter (1-2kb)",1,108746682,108753201,6520,1,"6814","ENST00000469338.1",1518,"STXBP3"
