"seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","GENENAME"
"chr1",1317741,1320000,2260,"*","Promoter (<=1kb)",1,1312787,1319346,6560,2,"54973","ENST00000531377.5",0,"CPSF3L"
"chr1",1324321,1326236,1916,"*","Promoter (<=1kb)",1,1311585,1324687,13103,2,"54973","ENST00000540437.5",0,"CPSF3L"
"chr1",1343196,1344297,1102,"*","Promoter (2-3kb)",1,1339492,1340365,874,2,"1855","ENST00000633096.1",-2831,"DVL1"
"chr1",1344592,1349975,5384,"*","Promoter (<=1kb)",1,1335276,1349112,13837,2,"1855","ENST00000378891.9",0,"DVL1"
"chr1",1351460,1354147,2688,"*","Promoter (<=1kb)",1,1353215,1354247,1033,2,"54587","ENST00000478517.5",100,"MXRA8"
"chr1",1371344,1372594,1251,"*","Promoter (2-3kb)",1,1374244,1375144,901,2,"54998","ENST00000489799.1",2550,"AURKAIP1"
"chr1",1373726,1376739,3014,"*","Promoter (<=1kb)",1,1373730,1375157,1428,2,"54998","ENST00000338370.7",0,"AURKAIP1"
"chr1",1397494,1400746,3253,"*","Promoter (<=1kb)",1,1399476,1402054,2579,1,"148413","ENST00000448629.9",0,"RP4-758J18.2"
"chr1",1406163,1407939,1777,"*","Promoter (<=1kb)",1,1401909,1407293,5385,2,"55052","ENST00000344843.12",0,"MRPL20"
"chr1",1415288,1416074,787,"*","Distal Intergenic",1,1420245,1422691,2447,1,"105378585","ENST00000428932.1",-4171,NA
"chr1",1417239,1427977,10739,"*","Promoter (<=1kb)",1,1420245,1422691,2447,1,"105378585","ENST00000428932.1",0,NA
"chr1",1428143,1442721,14579,"*","Promoter (<=1kb)",1,1429194,1432028,2835,2,"102724312","ENST00000730008.1",0,NA
"chr1",1470598,1471904,1307,"*","Promoter (<=1kb)",1,1471765,1497848,26084,1,"83858","ENST00000673477.1",0,"ATAD3B"
"chr1",1504385,1505474,1090,"*","Promoter (<=1kb)",1,1505078,1509468,4391,1,"83858","ENST00000734697.1",0,"ATAD3B"
"chr1",1505652,1506160,509,"*","Promoter (<=1kb)",1,1505255,1509467,4213,1,"83858","ENST00000692936.2",397,"ATAD3B"
"chr1",1510766,1512236,1471,"*","Promoter (<=1kb)",1,1512162,1534685,22524,1,"55210","ENST00000378756.8",0,"ATAD3A"
"chr1",1535385,1543452,8068,"*","Promoter (<=1kb)",1,1534778,1540624,5847,2,"339453","ENST00000378733.9",0,"TMEM240"
"chr1",1549937,1551873,1937,"*","Intron (ENST00000763257.1/ENST00000763257.1, intron 1 of 1)",1,1541674,1546487,4814,2,"29101","ENST00000378726.1",-3450,"SSU72"
"chr1",1566754,1568379,1626,"*","Intron (ENST00000763257.1/ENST00000763257.1, intron 1 of 1)",1,1560848,1574584,13737,2,"29101","ENST00000359060.5",6205,"SSU72"
"chr1",1573296,1575806,2511,"*","Promoter (<=1kb)",1,1541673,1574863,33191,2,"29101","ENST00000291386.4",0,"SSU72"
"chr1",1613557,1617229,3673,"*","Promoter (<=1kb)",1,1615454,1630604,15151,1,"142678","ENST00000479659.5",0,"MIB2"
"chr1",1692378,1693257,880,"*","Promoter (<=1kb)",1,1659529,1692724,33196,2,"728661","ENST00000614300.4",0,"SLC35E2B"
"chr1",1724122,1724650,529,"*","Promoter (<=1kb)",1,1702379,1724357,21979,2,"728642","ENST00000404249.8",0,"CDK11A"
"chr1",1761327,1765142,3816,"*","Promoter (2-3kb)",1,1752471,1758575,6105,2,"65220","ENST00000342348.9",-2752,"NADK"
"chr1",1775077,1786644,11568,"*","Promoter (<=1kb)",1,1751232,1778470,27239,2,"65220","ENST00000341426.9",0,"NADK"
"chr1",1786819,1794907,8089,"*","Promoter (<=1kb)",1,1785317,1788444,3128,2,"2782","ENST00000703698.1",0,"GNB1"
"chr1",1795045,1798949,3905,"*","Promoter (<=1kb)",1,1787987,1794197,6211,2,"2782","ENST00000461893.5",-848,"GNB1"
"chr1",1799275,1802128,2854,"*","Intron (ENST00000615252.5/2782, intron 4 of 8)",1,1787987,1794197,6211,2,"2782","ENST00000461893.5",-5078,"GNB1"
"chr1",1802464,1803454,991,"*","Intron (ENST00000615252.5/2782, intron 4 of 8)",1,1787987,1794197,6211,2,"2782","ENST00000461893.5",-8267,"GNB1"
"chr1",1804900,1805448,549,"*","Intron (ENST00000615252.5/2782, intron 3 of 8)",1,1787987,1794197,6211,2,"2782","ENST00000461893.5",-10703,"GNB1"
"chr1",1805583,1809960,4378,"*","5' UTR",1,1789061,1818386,29326,2,"2782","ENST00000471354.1",8426,"GNB1"
"chr1",1810250,1811061,812,"*","Intron (ENST00000615252.5/2782, intron 2 of 8)",1,1789061,1818386,29326,2,"2782","ENST00000471354.1",7325,"GNB1"
"chr1",1812034,1818580,6547,"*","Promoter (<=1kb)",1,1789061,1818386,29326,2,"2782","ENST00000471354.1",0,"GNB1"
"chr1",1819128,1822867,3740,"*","Promoter (<=1kb)",1,1789061,1818386,29326,2,"2782","ENST00000471354.1",-742,"GNB1"
"chr1",1825803,1829887,4085,"*","Promoter (2-3kb)",1,1804526,1832285,27760,2,"2782","ENST00000437146.1",2398,"GNB1"
"chr1",1830112,1837117,7006,"*","Promoter (<=1kb)",1,1804526,1832285,27760,2,"2782","ENST00000437146.1",0,"GNB1"
"chr1",1837302,1844974,7673,"*","Promoter (<=1kb)",1,1785285,1839238,53954,2,"2782","ENST00000615252.5",0,"GNB1"
"chr1",1845629,1865124,19496,"*","Promoter (<=1kb)",1,1785434,1858772,73339,2,"2782","ENST00000703703.1",0,"GNB1"
"chr1",1870868,1875244,4377,"*","Intron (ENST00000610897.4/2782, intron 1 of 10)",1,1785434,1858772,73339,2,"2782","ENST00000703703.1",-12096,"GNB1"
"chr1",1880698,1882163,1466,"*","Intron (ENST00000610897.4/2782, intron 1 of 10)",1,1785312,1890091,104780,2,"2782","ENST00000703692.1",7928,"GNB1"
"chr1",1882907,1884104,1198,"*","Intron (ENST00000610897.4/2782, intron 1 of 10)",1,1785312,1890091,104780,2,"2782","ENST00000703692.1",5987,"GNB1"
"chr1",1887567,1896680,9114,"*","Promoter (<=1kb)",1,1891175,1892762,1588,1,"105378949","ENST00000798456.1",0,NA
"chr1",1905324,1910257,4934,"*","Promoter (<=1kb)",1,1906002,1909101,3100,2,"124903822","ENST00000726656.1",0,NA
"chr1",1918269,1921267,2999,"*","Promoter (<=1kb)",1,1917590,1918797,1208,2,"339456","ENST00000378602.3",0,"TMEM52"
"chr1",2019309,2028159,8851,"*","Promoter (<=1kb)",1,2019329,2030079,10751,1,"2563","ENST00000638411.1",0,"GABRD"
"chr1",2041866,2045832,3967,"*","Promoter (1-2kb)",1,2033504,2047283,13780,2,"105378590","ENST00000807397.1",1451,NA
"chr1",2071005,2077121,6117,"*","Promoter (<=1kb)",1,2073462,2185390,111929,1,"5590","ENST00000400921.6",0,"PRKCZ"
"chr1",2079677,2085614,5938,"*","Promoter (<=1kb)",1,2082248,2150936,68689,1,"5590","ENST00000481140.5",0,"PRKCZ"
"chr1",2085808,2094343,8536,"*","Intron (ENST00000378567.8/5590, intron 4 of 17)",1,2082248,2150936,68689,1,"5590","ENST00000481140.5",3560,"PRKCZ"
"chr1",2094800,2101657,6858,"*","5' UTR",1,2104716,2150870,46155,1,"5590","ENST00000482686.5",-3059,"PRKCZ"
"chr1",2102578,2106419,3842,"*","Promoter (<=1kb)",1,2104716,2150870,46155,1,"5590","ENST00000482686.5",0,"PRKCZ"
"chr1",2106916,2109958,3043,"*","Promoter (1-2kb)",1,2111654,2150978,39325,1,"5590","ENST00000470986.5",-1696,"PRKCZ"
"chr1",2110502,2112414,1913,"*","Promoter (<=1kb)",1,2111654,2150978,39325,1,"5590","ENST00000470986.5",0,"PRKCZ"
"chr1",2114877,2116913,2037,"*","Promoter (<=1kb)",1,2116205,2150897,34693,1,"5590","ENST00000470511.5",0,"PRKCZ"
"chr1",2124419,2141704,17286,"*","Promoter (<=1kb)",1,2133638,2148924,15287,1,"5590","ENST00000471018.6",0,"PRKCZ"
"chr1",2144473,2147330,2858,"*","Promoter (<=1kb)",1,2145357,2156728,11372,1,"5590","ENST00000503672.1",0,"PRKCZ"
"chr1",2148782,2163612,14831,"*","3' UTR",1,2145387,2185116,39730,1,"5590","ENST00000478770.6",3395,"PRKCZ"
"chr1",2166751,2170093,3343,"*","Promoter (<=1kb)",1,2168848,2185393,16546,1,"5590","ENST00000505322.5",0,"PRKCZ"
"chr1",2173401,2175299,1899,"*","Exon (ENST00000378567.8/5590, exon 14 of 18)",1,2168975,2173951,4977,1,"5590","ENST00000472017.1",4426,"PRKCZ"
"chr1",2175434,2181355,5922,"*","Promoter (2-3kb)",1,2181794,2183875,2082,2,"100506504","ENST00000333854.2",2520,NA
"chr1",2188389,2199956,11568,"*","Promoter (<=1kb)",1,2184461,2194775,10315,2,"199990","ENST00000400919.7",0,"FAAP20"
"chr1",2202861,2206565,3705,"*","Promoter (<=1kb)",1,2198063,2203882,5820,2,"199990","ENST00000514625.1",0,"FAAP20"
"chr1",2206751,2208113,1363,"*","Promoter (<=1kb)",1,2207046,2208854,1809,1,"105378593","ENST00000799045.1",0,NA
"chr1",2209141,2210528,1388,"*","Promoter (1-2kb)",1,2184464,2207733,23270,2,"199990","ENST00000469733.5",-1408,"FAAP20"
"chr1",2211597,2216330,4734,"*","Promoter (<=1kb)",1,2212523,2220738,8216,1,"124903823","ENST00000442483.2",0,NA
"chr1",2226193,2228064,1872,"*","Promoter (<=1kb)",1,2227388,2303908,76521,1,"6497","ENST00000704337.1",0,"SKI"
"chr1",2228763,2244810,16048,"*","Promoter (<=1kb)",1,2232479,2303038,70560,1,"6497","ENST00000508416.1",0,"SKI"
"chr1",2245404,2250829,5426,"*","Promoter (<=1kb)",1,2247996,2303376,55381,1,"6497","ENST00000478223.2",0,"SKI"
"chr1",2251124,2254094,2971,"*","Intron (ENST00000704337.1/6497, intron 1 of 3)",1,2247996,2303376,55381,1,"6497","ENST00000478223.2",3128,"SKI"
"chr1",2254242,2258678,4437,"*","Intron (ENST00000704337.1/6497, intron 1 of 3)",1,2247996,2303376,55381,1,"6497","ENST00000478223.2",6246,"SKI"
"chr1",2259443,2260675,1233,"*","Intron (ENST00000704337.1/6497, intron 1 of 3)",1,2247996,2303376,55381,1,"6497","ENST00000478223.2",11447,"SKI"
"chr1",2267369,2268809,1441,"*","Intron (ENST00000704337.1/6497, intron 1 of 3)",1,2247996,2303376,55381,1,"6497","ENST00000478223.2",19373,"SKI"
"chr1",2270028,2275627,5600,"*","Intron (ENST00000704337.1/6497, intron 1 of 3)",1,2247996,2303376,55381,1,"6497","ENST00000478223.2",22032,"SKI"
"chr1",2277890,2280163,2274,"*","Intron (ENST00000704337.1/6497, intron 1 of 3)",1,2303646,2304368,723,1,"6497","ENST00000507179.1",-23483,"SKI"
"chr1",2289634,2294621,4988,"*","Intron (ENST00000704337.1/6497, intron 1 of 3)",1,2303646,2304368,723,1,"6497","ENST00000507179.1",-9025,"SKI"
"chr1",2298109,2307176,9068,"*","Promoter (<=1kb)",1,2303646,2304368,723,1,"6497","ENST00000507179.1",0,"SKI"
"chr1",2310013,2314876,4864,"*","Promoter (<=1kb)",1,2314917,2319268,4352,1,"124903824","ENST00000810882.1",-41,NA
"chr1",2315171,2317727,2557,"*","Promoter (<=1kb)",1,2315276,2319274,3999,1,"124903824","ENST00000810892.1",0,NA
"chr1",2380926,2383598,2673,"*","Promoter (1-2kb)",1,2371676,2385121,13446,2,"79906","ENST00000419785.1",1523,"MORN1"
"chr1",2390147,2392856,2710,"*","Promoter (<=1kb)",1,2391775,2405442,13668,1,"11079","ENST00000378513.7",0,"RER1"
"chr1",2411426,2416098,4673,"*","Promoter (<=1kb)",1,2403964,2412564,8601,2,"5192","ENST00000288774.8",0,"PEX10"
"chr1",2416697,2417767,1071,"*","Promoter (2-3kb)",1,2408530,2413797,5268,2,"5192","ENST00000508384.5",-2900,"PEX10"
"chr1",2424959,2428661,3703,"*","Promoter (<=1kb)",1,2425980,2479804,53825,1,"9651","ENST00000609981.5",0,"PLCH2"
"chr1",2428868,2430010,1143,"*","Promoter (2-3kb)",1,2425980,2479804,53825,1,"9651","ENST00000609981.5",2888,"PLCH2"
"chr1",2431297,2433472,2176,"*","Intron (ENST00000609981.5/9651, intron 2 of 3)",1,2425980,2479804,53825,1,"9651","ENST00000609981.5",5317,"PLCH2"
"chr1",2436621,2438690,2070,"*","Intron (ENST00000609981.5/9651, intron 2 of 3)",1,2425980,2479804,53825,1,"9651","ENST00000609981.5",10641,"PLCH2"
"chr1",2439268,2440333,1066,"*","Intron (ENST00000609981.5/9651, intron 2 of 3)",1,2425980,2479804,53825,1,"9651","ENST00000609981.5",13288,"PLCH2"
"chr1",2440895,2459308,18414,"*","Intron (ENST00000609981.5/9651, intron 2 of 3)",1,2467459,2505526,38068,1,"9651","ENST00000449969.5",-8151,"PLCH2"
"chr1",2459567,2465093,5527,"*","Promoter (2-3kb)",1,2467459,2505526,38068,1,"9651","ENST00000449969.5",-2366,"PLCH2"
"chr1",2465741,2472530,6790,"*","Promoter (<=1kb)",1,2467459,2505526,38068,1,"9651","ENST00000449969.5",0,"PLCH2"
"chr1",2473116,2477570,4455,"*","Promoter (<=1kb)",1,2476289,2505532,29244,1,"9651","ENST00000378486.8",0,"PLCH2"
"chr1",2480286,2483749,3464,"*","Promoter (<=1kb)",1,2479888,2505276,25389,1,"9651","ENST00000278878.6",398,"PLCH2"
"chr1",2489215,2494413,5199,"*","Exon (ENST00000449969.5/9651, exon 9 of 22)",1,2497782,2505528,7747,1,"9651","ENST00000473964.5",-3369,"PLCH2"
"chr1",2494818,2496514,1697,"*","Promoter (1-2kb)",1,2497782,2505528,7747,1,"9651","ENST00000473964.5",-1268,"PLCH2"
"chr1",2497884,2500687,2804,"*","Promoter (<=1kb)",1,2498647,2505528,6882,1,"9651","ENST00000462379.1",0,"PLCH2"
"chr1",2501824,2508850,7027,"*","3' UTR",1,2498647,2505528,6882,1,"9651","ENST00000462379.1",3177,"PLCH2"
"chr1",2517419,2522053,4635,"*","Promoter (<=1kb)",1,2508795,2520901,12107,2,"55229","ENST00000505228.5",0,"PANK4"
"chr1",2522712,2534169,11458,"*","Promoter (<=1kb)",1,2528745,2530263,1519,2,"388585","ENST00000378453.4",0,"HES5"
"chr1",2534402,2536515,2114,"*","Intron (ENST00000644246.1/ENST00000644246.1, intron 1 of 1)",1,2528745,2530263,1519,2,"388585","ENST00000378453.4",-4139,"HES5"
"chr1",2542429,2549668,7240,"*","Promoter (1-2kb)",1,2541473,2551640,10168,2,"115110","ENST00000829788.1",1972,NA
"chr1",2554637,2557633,2997,"*","Promoter (<=1kb)",1,2549920,2557031,7112,2,"115110","ENST00000452793.2",0,NA
"chr1",2581797,2589139,7343,"*","Promoter (<=1kb)",1,2586491,2589632,3142,1,"127281","ENST00000493183.5",0,"FAM213B"
"chr1",2641185,2644060,2876,"*","3' UTR",1,2633101,2636623,3523,1,"105378597","ENST00000723531.1",8084,NA
"chr1",2905340,2906477,1138,"*","Distal Intergenic",1,2814056,2817769,3714,1,"124903825","ENST00000776896.1",91284,NA
"chr1",2912948,2915638,2691,"*","Distal Intergenic",1,2814056,2817769,3714,1,"124903825","ENST00000776896.1",98892,NA
"chr1",2925892,2927093,1202,"*","Distal Intergenic",1,3021467,3022903,1437,1,"140625","ENST00000378404.4",-94374,"ACTRT2"
"chr1",2948257,2949542,1286,"*","Distal Intergenic",1,3021467,3022903,1437,1,"140625","ENST00000378404.4",-71925,"ACTRT2"
"chr1",2950041,2953200,3160,"*","Distal Intergenic",1,3021467,3022903,1437,1,"140625","ENST00000378404.4",-68267,"ACTRT2"
"chr1",2965677,2974556,8880,"*","Exon (ENST00000641229.2/ENST00000641229.2, exon 1 of 4)",1,3021467,3022903,1437,1,"140625","ENST00000378404.4",-46911,"ACTRT2"
"chr1",2974766,2976477,1712,"*","Distal Intergenic",1,3021467,3022903,1437,1,"140625","ENST00000378404.4",-44990,"ACTRT2"
"chr1",2979094,2980899,1806,"*","Distal Intergenic",1,3021467,3022903,1437,1,"140625","ENST00000378404.4",-40568,"ACTRT2"
"chr1",2981421,2985964,4544,"*","Distal Intergenic",1,3021467,3022903,1437,1,"140625","ENST00000378404.4",-35503,"ACTRT2"
"chr1",2986594,2989158,2565,"*","Distal Intergenic",1,3021467,3022903,1437,1,"140625","ENST00000378404.4",-32309,"ACTRT2"
"chr1",3001041,3002006,966,"*","Distal Intergenic",1,3021467,3022903,1437,1,"140625","ENST00000378404.4",-19461,"ACTRT2"
"chr1",3003216,3004668,1453,"*","Distal Intergenic",1,3021467,3022903,1437,1,"140625","ENST00000378404.4",-16799,"ACTRT2"
"chr1",3010821,3013517,2697,"*","Distal Intergenic",1,3021467,3022903,1437,1,"140625","ENST00000378404.4",-7950,"ACTRT2"
"chr1",3013682,3015571,1890,"*","Distal Intergenic",1,3021467,3022903,1437,1,"140625","ENST00000378404.4",-5896,"ACTRT2"
"chr1",3029532,3033248,3717,"*","Distal Intergenic",1,3021467,3022903,1437,1,"140625","ENST00000378404.4",8065,"ACTRT2"
"chr1",3071028,3073325,2298,"*","Promoter (<=1kb)",1,3059564,3070251,10688,2,"124903827","ENST00000818092.1",-777,NA
"chr1",3076495,3080404,3910,"*","Intron (ENST00000511072.5/63976, intron 1 of 15)",1,3059564,3070251,10688,2,"124903827","ENST00000818092.1",-6244,NA
"chr1",3123758,3127468,3711,"*","Promoter (<=1kb)",1,3127975,3128035,61,1,"100422968","ENST00000635819.1",-507,"MIR4251"
"chr1",3160859,3162763,1905,"*","Promoter (<=1kb)",1,3161276,3161957,682,2,"105378606","ENST00000818385.1",0,NA
"chr1",3168728,3175702,6975,"*","Promoter (1-2kb)",1,3161276,3167152,5877,2,"105378606","ENST00000818384.1",-1576,NA
"chr1",3214705,3223257,8553,"*","Promoter (1-2kb)",1,3211011,3213146,2136,2,"105378605","ENST00000818534.1",-1559,NA
"chr1",3282924,3285126,2203,"*","Intron (ENST00000511072.5/63976, intron 3 of 15)",1,3312741,3313762,1022,2,"105378604","ENST00000818621.1",28636,NA
"chr1",3345743,3352795,7053,"*","Intron (ENST00000511072.5/63976, intron 3 of 15)",1,3313052,3323149,10098,2,"105378604","ENST00000669140.1",-22594,NA
"chr1",3365101,3371063,5963,"*","Exon (ENST00000665088.1/ENST00000665088.1, exon 2 of 2)",1,3396491,3434293,37803,1,"63976","ENST00000509860.1",-25428,"PRDM16"
"chr1",3409683,3411209,1527,"*","Intron (ENST00000511072.5/63976, intron 8 of 15)",1,3396491,3434293,37803,1,"63976","ENST00000509860.1",13192,"PRDM16"
"chr1",3422415,3426169,3755,"*","Promoter (<=1kb)",1,3424919,3434095,9177,1,"63976","ENST00000378389.5",0,"PRDM16"
"chr1",3429492,3430908,1417,"*","Exon (ENST00000511072.5/63976, exon 15 of 16)",1,3425216,3426072,857,1,"63976","ENST00000606170.1",4276,"PRDM16"
"chr1",3431111,3432303,1193,"*","Exon (ENST00000378391.6/63976, exon 16 of 17)",1,3425216,3426072,857,1,"63976","ENST00000606170.1",5895,"PRDM16"
"chr1",3432465,3433126,662,"*","Intron (ENST00000511072.5/63976, intron 15 of 15)",1,3425216,3426072,857,1,"63976","ENST00000606170.1",7249,"PRDM16"
"chr1",3438329,3445999,7671,"*","3' UTR",1,3454665,3481113,26449,1,"27237","ENST00000378378.9",-8666,"ARHGEF16"
"chr1",3452609,3454667,2059,"*","Promoter (<=1kb)",1,3454665,3481113,26449,1,"27237","ENST00000378378.9",0,"ARHGEF16"
"chr1",3455033,3460026,4994,"*","Promoter (<=1kb)",1,3454665,3481113,26449,1,"27237","ENST00000378378.9",368,"ARHGEF16"
"chr1",3460271,3460778,508,"*","Intron (ENST00000378378.9/27237, intron 1 of 14)",1,3466005,3481113,15109,1,"27237","ENST00000378373.5",-5227,"ARHGEF16"
"chr1",3469367,3471189,1823,"*","Promoter (<=1kb)",1,3471607,3474457,2851,1,"27237","ENST00000464620.1",-418,"ARHGEF16"
"chr1",3471414,3472564,1151,"*","Promoter (<=1kb)",1,3471607,3474457,2851,1,"27237","ENST00000464620.1",0,"ARHGEF16"
"chr1",3475823,3477130,1308,"*","Exon (ENST00000378378.9/27237, exon 10 of 15)",1,3472769,3481113,8345,1,"27237","ENST00000485984.1",3054,"ARHGEF16"
"chr1",3491006,3492528,1523,"*","Promoter (<=1kb)",1,3490312,3493486,3175,2,"1953","ENST00000494257.1",958,"MEGF6"
"chr1",3611670,3614336,2667,"*","Promoter (<=1kb)",1,3487951,3611508,123558,2,"1953","ENST00000356575.9",-162,"MEGF6"
"chr1",3618717,3619495,779,"*","Distal Intergenic",1,3622859,3624750,1892,2,"1953","ENST00000702520.1",5255,"MEGF6"
"chr1",3620854,3621804,951,"*","Promoter (2-3kb)",1,3622859,3624750,1892,2,"1953","ENST00000702520.1",2946,"MEGF6"
"chr1",3622030,3625958,3929,"*","Promoter (<=1kb)",1,3625015,3630127,5113,1,"127262","ENST00000378344.7",0,"TPRG1L"
"chr1",3649133,3650376,1244,"*","Promoter (<=1kb)",1,3630767,3650058,19292,2,"49856","ENST00000378322.7",0,"WRAP73"
"chr1",3695394,3696333,940,"*","Promoter (1-2kb)",1,3698046,3708534,10489,1,"7161","ENST00000604194.1",-1713,"TP73"
"chr1",3709355,3710187,833,"*","Intron (ENST00000378295.9/7161, intron 4 of 13)",1,3712200,3714298,2099,2,"117134600","ENST00000416554.1",4111,NA
"chr1",3710388,3710845,458,"*","Intron (ENST00000378295.9/7161, intron 4 of 13)",1,3712200,3714298,2099,2,"117134600","ENST00000416554.1",3453,NA
"chr1",3711025,3718356,7332,"*","Promoter (<=1kb)",1,3712200,3714298,2099,2,"117134600","ENST00000416554.1",0,NA
"chr1",3718666,3719304,639,"*","Intron (ENST00000378295.9/7161, intron 4 of 13)",1,3712200,3714298,2099,2,"117134600","ENST00000416554.1",-4368,NA
"chr1",3719448,3720346,899,"*","Intron (ENST00000378295.9/7161, intron 4 of 13)",1,3712200,3714298,2099,2,"117134600","ENST00000416554.1",-5150,NA
"chr1",3721228,3722070,843,"*","Exon (ENST00000378295.9/7161, exon 5 of 14)",1,3727478,3733367,5890,1,"7161","ENST00000604566.1",-5408,"TP73"
"chr1",3722314,3723032,719,"*","Intron (ENST00000378295.9/7161, intron 5 of 13)",1,3727478,3733367,5890,1,"7161","ENST00000604566.1",-4446,"TP73"
"chr1",3724351,3725007,657,"*","Promoter (2-3kb)",1,3727478,3733367,5890,1,"7161","ENST00000604566.1",-2471,"TP73"
"chr1",3727167,3728039,873,"*","Promoter (<=1kb)",1,3727478,3733367,5890,1,"7161","ENST00000604566.1",0,"TP73"
